LD1,LD2,LD3,LD4,NObeyesdad
-0.6478154617279306,0.823662618007851,-0.7195889447569107,-0.549216379082635,6
-4.140943660536171,-0.8745144966256391,-2.283007129143773,2.1190231740874044,1
-5.660066521329859,-0.12209334303203394,-2.4241388827924473,0.995979724659283,0
6.398417639141906,-1.50227029592199,0.47983440359370055,0.35748199562531235,4
-0.8944206873978156,1.7682877246967932,1.2880599507219272,-0.3630777365357959,6
-6.203080139472485,-0.2522847900559257,0.6743823730971075,-0.7625525696236326,0
3.035476530152552,1.9024985994864632,-0.031957183841653185,0.15838950893117526,3
3.6220505172860955,2.6606731376985717,-0.3115770672720002,-0.18615270384380764,3
-3.591475135753703,0.501518296233099,-0.04089857647059481,-1.7329419164793125,5
4.941099088642263,-1.637387805336533,-0.31221593796038877,-0.29484213581054497,4
-2.4881545909402867,-2.288201628990121,-0.6731882366763279,-1.0807471489991447,5
-2.813566871988442,1.9631148865391796,-1.7227127122537402,-0.7400712978599795,1
1.5343738232782869,1.4855024260842378,-0.43950340711616903,0.9006101802146019,2
6.293299550197564,-1.5262042620453047,0.3198970451136652,0.3673472814893095,4
-5.480936706778704,0.5837523485643715,-2.4584533206466057,-0.0851477291308689,1
2.134545400996818,1.3960188899581187,1.2842523880683774,0.012100844641638717,3
-1.0871983241879146,-0.38403696378452074,0.39569702716253125,3.7889123365241733,6
-4.2967900856087295,-2.390168241055051,1.3602734596070098,-0.8740791773853495,1
-1.1834410990438418,2.1641597201072633,-1.4674435172976525,1.2334830918437765,6
3.1764467054871095,2.314489868578498,0.4397027212754726,0.12409445768424002,3
-0.9479611973975903,0.32562907383406064,-2.0988171917736183,-0.9533207893271443,6
-2.7972838612976734,-0.7872959818697953,-0.1693052011224031,-0.3583048681377344,1
4.8922153943127125,-1.7190976592893252,-0.21036855989926767,-0.3368118639371875,4
0.7577220216315281,1.1698489481368974,-2.1496135849566556,-0.8461067627144687,2
-5.984838140820492,0.7757346304551032,-0.5370537325135486,1.0714256093741428,0
-0.12612433455634028,2.4439991187657815,0.3912256174918782,-2.2688863998189235,2
5.334242219375507,-1.6197803170209448,-0.4024756506459617,-0.39519839022460623,4
4.557383948900244,-1.594827549412567,0.009325933974104852,-0.1491054800349666,4
